group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.2322082045220182,0.038900634214471506,0.17756539358195222,0.12759134935531113,0.7737270256601926,0.34196650031392245,0.12791924505630703,0.07858033016873897,10.212569470984265,11.401355463390953,0.9280309706926346,0.22143931937861244,0.8674781814217567,0.17767488810116444,1.3649212777614594,0.21505694568331102,0.0,0.0,1.0,0.0,,,0.7737270256601926,0.34196650031392245,1.2754091378311865,100,3.191969913461533,22.963124990463257,,
heldout,8,1.2083492764503962,0.04387608581695326,0.1744047045905598,0.08663011797685621,,,,,,,,,,,,,,,,,,,,,1.2754091378311865,100,3.191969913461533,22.96312975883484,0.09046256263133784,0.03666742498701003
train,20,1.1870181601262784,0.05951379378261543,0.2465117298854646,0.20316021968278875,0.7637774382995317,0.34778270686455676,0.10617588110875964,0.06327943136712925,8.36548212432064,3.9891798867328014,0.8735304206609726,0.20196863859206896,0.8424167558550835,0.17306352846493717,1.339337658882141,0.23547255710638415,0.0,0.0,1.0,0.0,,,0.7637774382995317,0.34778270686455676,1.2754091378311865,300,2.917236454695115,46.141308546066284,,
heldout,8,1.1612709669065637,0.03392603574170552,0.15533948602819458,0.10333573998836498,,,,,,,,,,,,,,,,,,,,,1.2754091378311865,300,2.917236454695115,46.14131164550781,0.09434097123065355,0.016075444758793654
train,20,1.2802736278049383,0.24365633171052287,0.20991816777150177,0.28329854829736695,0.7266840142029093,0.3141030824503417,0.11787622056452518,0.06896263023748776,8.392419401175754,5.825412052067471,0.8815088286995888,0.21323690489836963,0.7278751492500305,0.18321477863750513,1.195540115237236,0.20681366823519978,0.0,0.0,1.0,0.0,,,0.7266840142029093,0.3141030824503417,1.2754091378311865,1000,2.3354237974779344,72.14327478408813,,
heldout,8,1.281511571210393,0.17678900369417597,0.10004607521236904,0.07192580803517035,,,,,,,,,,,,,,,,,,,,,1.2754091378311865,1000,2.3354237974779344,72.14327836036682,0.11188275332052564,0.07463583759039989
train,20,1.1696047833010563,0.29046054625529,0.19393504775399245,0.1181596924042646,0.7431253184198356,0.3636618195609879,0.1769161518509486,0.09467409210372761,6.73834396485105,8.87418205427431,0.8746602728962898,0.2319924974851785,0.7287736840546131,0.19181434718942755,1.1805141866207123,0.25275321286382224,0.0,0.0,1.0,0.0,,,0.7431253184198356,0.3636618195609879,1.2754091378311865,3000,2.287000426060046,106.64615201950073,,
heldout,8,1.159869489612566,0.2246066215402262,0.1392341392451957,0.08800441755150541,,,,,,,,,,,,,,,,,,,,,1.2754091378311865,3000,2.287000426060046,106.6461546421051,0.12111907144088066,0.043800893166208346
train,20,1.0386961815572981,0.4471138136721858,0.35753514581259127,0.27911919558041354,0.7020437575199018,0.4226021061442424,0.14997410843474984,0.11699018774628515,7.6504167580012155,8.103281546923409,0.7989833801984787,0.2593153636557991,0.6543527923524379,0.22063145493813283,1.0809943974018097,0.2855030258768591,0.0,0.0,1.0,0.0,,,0.7020437575199018,0.4226021061442424,1.2754091378311865,10000,2.0503017182200587,176.85778427124023,,
heldout,8,1.0502369364861677,0.2296367686527888,0.2736574376740881,0.17933410188560317,,,,,,,,,,,,,,,,,,,,,1.2754091378311865,10000,2.0503017182200587,176.85778760910034,0.10099449672384501,0.046749236740309355
