group,trace_cov_mean,trace_cov_std,trace_post,trace_data,memorization_ratio_mean,memorization_ratio_std,n_eval,iter,train_loss,elapsed_s
uncond,1.5091223746736149,0.0,1.0467556993875196,1.8262464894292483,0.11525,0.0,1,100,3.737806813544413,8.581444501876831
uncond,1.6665726472819222,0.0,1.0467556993875196,1.8262464894292483,0.1125,0.0,1,300,3.200083456761607,20.877508401870728
uncond,1.9365914338481525,0.0,1.0467556993875196,1.8262464894292483,0.11725,0.0,1,1000,3.0129537906285564,43.30702996253967
uncond,2.2161091495515284,0.0,1.0467556993875196,1.8262464894292483,0.11275,0.0,1,3000,2.98406485106244,85.94018197059631
uncond,1.9740411143669856,0.0,1.0467556993875196,1.8262464894292483,0.12525,0.0,1,10000,2.9636739275189212,201.8031017780304
uncond,1.7499139565008548,0.0,1.0467556993875196,1.8262464894292483,0.14375,0.0,1,30000,2.9493790209620783,428.9578139781952
uncond,1.7750324067699244,0.0,1.0467556993875196,1.8262464894292483,0.248,0.0,1,100000,2.8880658946859095,1080.6785340309143
uncond,1.7832806419652742,0.0,1.0467556993875196,1.8262464894292483,0.3315,0.0,1,200000,2.8874956534726137,2025.7525427341461
