group,trace_cov_mean,trace_cov_std,trace_post,trace_data,memorization_ratio_mean,memorization_ratio_std,n_eval,iter,train_loss,elapsed_s
uncond,2.0722726015696518,0.0,1.0145811029976972,2.0782872545233833,0.11375,0.0,1,100,3.902913559004939,8.58509635925293
uncond,2.8360546960656468,0.0,1.0145811029976972,2.0782872545233833,0.111,0.0,1,300,3.4062052379473937,20.804323434829712
uncond,2.003175360930393,0.0,1.0145811029976972,2.0782872545233833,0.1155,0.0,1,1000,3.2341095871946464,43.384894609451294
uncond,2.1083202552212326,0.0,1.0145811029976972,2.0782872545233833,0.121,0.0,1,3000,3.2111730236956317,86.00738620758057
uncond,2.1691057655137542,0.0,1.0145811029976972,2.0782872545233833,0.1015,0.0,1,10000,3.1872137115976296,201.76249146461487
uncond,2.10101516788966,0.0,1.0145811029976972,2.0782872545233833,0.131,0.0,1,30000,3.142988837363635,428.66344356536865
uncond,2.162621589600704,0.0,1.0145811029976972,2.0782872545233833,0.30175,0.0,1,100000,3.083722222452074,1080.5554580688477
uncond,2.1024997532677183,0.0,1.0145811029976972,2.0782872545233833,0.4045,0.0,1,200000,3.0600793433752607,2025.946210861206
