group,trace_cov_mean,trace_cov_std,trace_post,trace_data,memorization_ratio_mean,memorization_ratio_std,n_eval,iter,train_loss,elapsed_s
uncond,1.6809202953372093,0.0,1.003786499603634,1.8203035315600944,0.1115,0.0,1,100,3.7281143088971995,8.656328439712524
uncond,2.3328758250194923,0.0,1.003786499603634,1.8203035315600944,0.11675,0.0,1,300,3.185578158795442,20.80501413345337
uncond,1.817248691302282,0.0,1.003786499603634,1.8203035315600944,0.11175,0.0,1,1000,3.011577574039247,43.547982931137085
uncond,2.051270803199567,0.0,1.003786499603634,1.8203035315600944,0.10925,0.0,1,3000,2.9746125280362783,86.18805241584778
uncond,1.8266627561107232,0.0,1.003786499603634,1.8203035315600944,0.11275,0.0,1,10000,2.9686724010555228,202.01674580574036
uncond,1.9243369945815718,0.0,1.003786499603634,1.8203035315600944,0.1375,0.0,1,30000,2.9675913961694005,428.6205835342407
uncond,1.7369927723490095,0.0,1.003786499603634,1.8203035315600944,0.29225,0.0,1,100000,2.881352288815958,1079.4007890224457
uncond,1.799332839241555,0.0,1.003786499603634,1.8203035315600944,0.4125,0.0,1,200000,2.859420737008121,2023.406320810318
