group,trace_cov_mean,trace_cov_std,trace_post,trace_data,n_eval,iter,train_loss,elapsed_s
uncond,1.5091223699704785,0.0,1.0467556993875196,1.8262464894292483,1,100,3.7378068051078834,2.32181453704834
uncond,1.6665726844775963,0.0,1.0467556993875196,1.8262464894292483,1,300,3.200083464133683,5.079774618148804
uncond,1.9365913712339147,0.0,1.0467556993875196,1.8262464894292483,1,1000,3.0129537922277034,10.147714138031006
uncond,2.2161092324152274,0.0,1.0467556993875196,1.8262464894292483,1,3000,2.9840648442910287,21.12320876121521
uncond,1.9740410523787681,0.0,1.0467556993875196,1.8262464894292483,1,10000,2.963673897552322,55.70516514778137
uncond,1.7499131629880367,0.0,1.0467556993875196,1.8262464894292483,1,30000,2.94937899570075,148.34966278076172
uncond,1.773200522850523,0.0,1.0467556993875196,1.8262464894292483,1,100000,2.8880860684081777,447.2185344696045
uncond,1.7723730973059997,0.0,1.0467556993875196,1.8262464894292483,1,200000,2.88765925312886,877.9782588481903
