pixel_var_inpaint_mean,pixel_var_inpaint_std,nn_dist_mean,obs_recon_err_mean,iter,train_loss,elapsed_s
0.13770632073283195,0.023957704810109618,0.08123629229764144,0.0031938902490461865,200,0.4774923857368354,140.51483011245728
0.01571854072002073,0.004922766951144224,0.0054984347661957145,0.00020323460557847284,1000,0.06771901816544533,665.192551612854
0.0009547661078007271,0.00029707993970016594,0.0005596459523076192,0.00011311977383835863,5000,0.018419081238177044,3253.453956604004
0.00024829664471326396,0.00010217646683448745,0.00017961971874077184,1.2478105645641335e-05,15000,0.010217095878780894,9397.759749650955
0.00011334268250114594,4.196659173665788e-05,7.327634314909422e-05,3.4552608364416905e-05,30000,0.00658518291812894,17722.49510884285
