group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.098178525926794,0.04678829385698355,0.06593191178328232,0.0344867426592508,1.0227286849814279,0.8474795268042555,0.15986248808589948,0.10092761059103482,8.900031135250554,8.849337680703101,0.7773806184530259,0.07649210930300733,0.8082907140254975,0.11196411892570796,1.45378375351429,0.6215511378420341,1.0040473220529973,100,3.21598318836649,13.308135032653809,,
heldout,8,1.1084898158368581,0.04334947420229768,0.11091591629958555,0.09020716626522389,,,,,,,,,,,,,1.0040473220529973,100,3.21598318836649,13.308135032653809,0.1516572260622416,0.143133437237755
train,20,1.1631617670345684,0.1757984732903992,0.11728189470653434,0.07397069367321103,1.0582651910377505,0.8233493459747679,0.16029136986253528,0.1063267630523113,10.984274995280302,14.012932297950487,0.73372982442379,0.15303969385733068,0.6388040512800217,0.12433836965450341,1.2139387398958206,0.49250153835285876,1.0040473220529973,1000,1.7973986934234387,37.616698265075684,,
heldout,8,1.1288466198068816,0.13854305270622902,0.05397880545709078,0.030972553577940435,,,,,,,,,,,,,1.0040473220529973,1000,1.7973986934234387,37.616698265075684,0.18666238608560418,0.2506664907055331
train,20,1.1240935105434509,0.48344376296820046,0.28020271144983966,0.3483070835000906,1.0213798670638992,0.7660818757914021,0.15025174588066206,0.10728083014303634,11.57664099203304,16.326559630921718,0.7232086673378945,0.15339496333371735,0.6071849957108497,0.1449693587702487,1.1557091236114503,0.39976322112187007,1.0040473220529973,10000,1.6571726935906819,100.58054447174072,,
heldout,8,1.0947477704966726,0.27395376275747924,0.18607734642075857,0.2296177575640024,,,,,,,,,,,,,1.0040473220529973,10000,1.6571726935906819,100.58054447174072,0.14520948153529054,0.143020698122826
train,20,1.0109813515261792,0.6329372122391608,0.44380767948680555,0.488823542788521,0.7737652309406847,0.5120710095181101,0.16640179930751917,0.12915773952904577,7.3088147199898845,7.9623588022844665,0.6073878549039364,0.25262362924013476,0.4845766708254814,0.20930545206763806,0.8911454081535339,0.2867369404422041,1.0040473220529973,30000,1.3276284286757356,207.84202527999878,,
heldout,8,0.6291437665879827,0.4418759689959224,0.5908554378384028,0.6284535233803896,,,,,,,,,,,,,1.0040473220529973,30000,1.3276284286757356,207.84202527999878,0.1549580871191225,0.16809239439204252
train,20,0.6177247994403572,0.6666016938472856,0.6489900138543773,0.7017776779884448,0.588833600673562,0.5034543152528723,0.13853190444939809,0.1208448752479318,8.024498618244465,8.69636629824591,0.5254809156060218,0.24121956780250634,0.4094031184911728,0.20476202515690833,0.7274467632174492,0.2840712215054981,1.0040473220529973,100000,0.7084774299535614,552.3397192955017,,
heldout,8,0.34153760241986536,0.31659399096038415,0.8176385004073761,0.778359982189511,,,,,,,,,,,,,1.0040473220529973,100000,0.7084774299535614,552.3397192955017,0.12535408665022885,0.10307062730176203
train,20,0.31598059756676133,0.34274878095330324,0.8734568760000532,0.7868125465512189,0.3311633689769363,0.3687445491567235,0.15931700604705784,0.14833171226080427,4.231960004756388,5.766597292347364,0.37475191578269007,0.2806408967072873,0.2743511499837041,0.22736919426768987,0.4665862895548344,0.3021626185024325,1.0040473220529973,200000,0.49171246143563635,1063.8343682289124,,
heldout,8,0.30907917811564933,0.28196749334427845,1.010945290175496,0.8253301540145184,,,,,,,,,,,,,1.0040473220529973,200000,0.49171246143563635,1063.8343682289124,0.15442771948069203,0.14607165200583705
train,20,0.45158483355439516,0.7462759767983457,0.8311819583108067,0.5930905201856776,0.42381196464276094,0.5212235963745817,0.14360493657306994,0.13142579687729083,21.184954943820113,72.89251393299344,0.3669170368462801,0.21281365291291973,0.2671997964382172,0.16119195534022784,0.524849459528923,0.33556346041652435,1.0040473220529973,400000,0.38559234734709463,2254.2116284370422,,
heldout,8,1.351181949916164,2.5554166096290762,0.9225676167839035,0.7177010130803808,,,,,,,,,,,,,1.0040473220529973,400000,0.38559234734709463,2254.2116284370422,0.16963959211254404,0.13622175768528824
train,20,0.16248853104028627,0.28554387558832645,0.9841702979225311,0.7818822392685758,0.20174536915066735,0.2927473466380217,0.19896757552314653,0.19322706661367703,2.0428371802600322,3.2901032625563036,0.2874026890844107,0.2642111163244974,0.20236809384077786,0.1926903557843966,0.3455092292279005,0.2377118456735535,1.0040473220529973,700000,0.36218571837017893,4076.7018139362335,,
heldout,8,0.26684808042354785,0.37457315847713996,0.8777624904479254,0.5932221940489659,,,,,,,,,,,,,1.0040473220529973,700000,0.36218571837017893,4076.7018139362335,0.11309631339467598,0.07638044753275104
train,20,4.227115270165493e+55,1.842556828534902e+56,4.597344489664706e+25,2.0039360039092026e+26,4.597344489664706e+25,2.0039360039092026e+26,4.597344489664706e+25,2.0039360039092026e+26,5.278281690885338,7.113763806277828,0.4053724851459265,0.32721748723295696,0.302515534311533,0.24787580090791578,0.5074324510991574,0.35283012717008905,1.0040473220529973,1000000,0.500575739488674,6076.559624910355,,
heldout,8,0.2891917371940497,0.2772103444764703,0.8554969986259887,0.6852585367601238,,,,,,,,,,,,,1.0040473220529973,1000000,0.500575739488674,6076.559624910355,0.14436548296507987,0.08859343761231071
