group,n_eval,n_significant_modes_mean,n_significant_modes_std,modes_covered_mean,modes_covered_std,mode_coverage_mean,mode_coverage_std,occupancy_tv_mean,occupancy_tv_std,max_occupancy_mean,max_occupancy_std,mmd_mean,mmd_std,sinkhorn_mean,sinkhorn_std,trace_cov_mean,trace_cov_std,dist_to_nearest_train_mean,dist_to_nearest_train_std,iter,train_loss,elapsed_s
train,8,2.0,0.0,2.0,0.0,1.0,0.0,0.3673437475371056,0.04289083986810391,0.33515625,0.019539998040877596,0.024578466030095312,0.004888985522924449,26.391399482348536,27.160153510278604,6.376351246836309,0.4177598763665129,0.9091273557404165,0.2895842313927643,100,7.542167001820545,59.40176439285278
train,8,2.0,0.0,2.0,0.0,1.0,0.0,0.1334374975378033,0.03940350930865478,0.48546875,0.03209444984631298,0.006353228553694029,0.005147331585914705,1.9234121344015676,0.8502376396153578,4.597432102457475,0.17091679255789713,1.081866731046313,0.09277909031387636,1000,3.1507060851041304,113.29627895355225
train,8,2.0,0.0,1.875,0.33071891388307384,0.9375,0.16535945694153692,0.16343749999642687,0.132189716296958,0.6439062499999999,0.133018498331764,0.06685047943933764,0.07329436065068913,9.275010386286784,8.905088101497796,3.325282866371151,1.1333259232108595,0.6665011672317709,0.2881425370485462,10000,2.7382412495005464,205.6966152191162
train,8,2.0,0.0,1.625,0.4841229182759271,0.8125,0.24206145913796356,0.30218750117304183,0.1670174381498221,0.8015625,0.16640118830329909,0.1709718480152257,0.12055375479984506,26.046269774795203,25.2864155857647,2.1940140137504516,1.762656304165592,0.2341879428257253,0.16495131536810984,30000,1.6506980605618249,351.28619480133057
train,8,2.0,0.0,1.5,0.5,0.75,0.25,0.33671875123144723,0.15582810355237808,0.83671875,0.15582810228241087,0.21418949928763784,0.13455429417572742,21.7587528727284,22.20962725341388,2.050285200630586,1.8373499609169717,0.32564737615047135,0.29902105377002175,100000,1.0641684828224645,763.4740839004517
train,8,2.0,0.0,1.5,0.5,0.75,0.25,0.33812500123144723,0.1513739174539732,0.838125,0.15137391618109114,0.21319385793349954,0.13824954589658223,61.3734364906693,119.4847083447378,1.9518062410856976,1.7551046115950462,0.2389888742873313,0.21554208129232025,200000,0.8754156258594993,1442.5110211372375
train,8,2.0,0.0,1.375,0.4841229182759271,0.6875,0.24206145913796356,0.35125000123144723,0.18589311540851763,0.8512500000000001,0.18589311445021303,0.25306414554146445,0.15998866169884732,203.70748374726116,374.2654029660594,1.7045823218651455,1.984977390566792,0.18972214002806806,0.18418104189409754,300000,0.7269478880575945,2104.2560069561005
