group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.0307048575055666,0.042973426180618834,0.2566704120041997,0.0632041910989306,0.8996212185330028,0.6967695830702808,0.11784514290777633,0.08329508947383174,13.874804097390514,15.30946205181773,0.7817727208137513,0.17620814544648977,0.7713320106267929,0.17711766737704512,1.393155398964882,0.4885956463413689,1.019281376574483,100,2.9319827327071635,23.80711030960083,,
heldout,8,1.04253342751249,0.050172713212746904,0.1855728135510591,0.06135398128591529,,,,,,,,,,,,,1.019281376574483,100,2.9319827327071635,23.80711030960083,0.12885238897265178,0.06964924316476742
train,20,0.6009901638445048,0.06971624070521751,0.25791120304769455,0.07190440242975138,0.8895094140216535,0.6971211949597644,0.1361227590030058,0.10428894703130151,25.62474556640597,69.88835991439409,0.7772839978337288,0.26831374615896203,0.6704445257782936,0.24846546817246484,1.281453201174736,0.6187759238620693,1.019281376574483,300,2.1994270916342695,44.87592816352844,,
heldout,8,0.5518731298213969,0.07084949766977297,0.20789786996130707,0.07826912481372257,,,,,,,,,,,,,1.019281376574483,300,2.1994270916342695,44.87592816352844,0.1800777721692433,0.159945712852183
train,20,0.9614470062034075,0.22071844977880456,0.13401299747217246,0.049484207873211214,0.8899676558783074,0.728053618157423,0.12424821888650894,0.12884208868034333,14.285424048899293,15.530738644103378,0.7476312726736069,0.22137020674117117,0.6326239556074142,0.19797186109214787,1.2001183122396468,0.4912873190722409,1.019281376574483,1000,1.6965071745819231,67.99595928192139,,
heldout,8,0.7598746582093301,0.2578005742522862,0.08993809216914536,0.039770739258871514,,,,,,,,,,,,,1.019281376574483,1000,1.6965071745819231,67.99595928192139,0.13393047935895566,0.12795428069765957
train,20,0.8454904568265545,0.2533821371242523,0.23463005144389776,0.11269201561353906,0.9053791771806576,0.6717360117977349,0.15214239608769103,0.084946295827422,12.25984707770127,19.947027396976484,0.7530499503016472,0.23454072693046762,0.6231888830661774,0.19465357381282647,1.176459801197052,0.4470191475673096,1.019281376574483,3000,1.6580932078224848,93.10364580154419,,
heldout,8,0.660180621063698,0.3421851329506804,0.2372012092265597,0.2674688761114537,,,,,,,,,,,,,1.019281376574483,3000,1.6580932078224848,93.10364580154419,0.20499370629504304,0.2409658649223127
train,20,0.9333528875121828,0.2885997311019499,0.27461895109152507,0.10115762206125174,0.9107181662677555,0.6556497208537263,0.15866739408833225,0.09824573173881224,9.017452302688062,11.325794472879362,0.7410425379872322,0.21490714952587972,0.6065738819539547,0.19446879564926295,1.1410317182540894,0.4225259378369241,1.019281376574483,10000,1.603275969456728,142.39436197280884,,
heldout,8,0.7075486483091131,0.4000098664738043,0.29998269796218807,0.2727600259059981,,,,,,,,,,,,,1.019281376574483,10000,1.603275969456728,142.39436197280884,0.24550367792303274,0.33989311994049975
train,20,0.7309543840264986,0.3869437547420727,0.2982911047191513,0.17234225097154102,0.7880647069138642,0.6303228519591993,0.1174552645879764,0.11402304721810547,13.034923249287237,16.372423124474576,0.6266217045485973,0.23889380817712882,0.5076406165957451,0.2065532829889546,0.9640535458922386,0.4244591887420676,1.019281376574483,30000,1.3144670818141724,263.8997721672058,,
heldout,8,0.37898183794949347,0.3738525397291102,0.46157230296879703,0.4479852007350491,,,,,,,,,,,,,1.019281376574483,30000,1.3144670818141724,263.8997721672058,0.3072677546888119,0.5114552344917861
train,20,0.5707673004082205,0.5603572298656625,0.3954441996775892,0.34045448465552564,0.6491982141095347,0.6118501472582534,0.12643126393494813,0.15939338308642217,14.179628490329668,21.14928528011605,0.5001757383346558,0.2351475472646105,0.40051580108702184,0.20997050188701508,0.7411102145910263,0.3434659215895643,1.019281376574483,100000,0.8545794775227908,621.080771446228,,
heldout,8,0.3232748778365243,0.37154100791490074,0.7487474057341557,0.7446636732941417,,,,,,,,,,,,,1.019281376574483,100000,0.8545794775227908,621.080771446228,0.4111255459433945,0.9177931365343573
train,20,0.5473424260034861,0.7849119917104646,0.46965694872241537,0.40500196112974546,0.5191454415167561,0.5830506934403199,0.1526496194063716,0.15465234334427508,9.058383332470749,11.883319100723266,0.4036116641014814,0.2611505491810894,0.3105804637074471,0.226505555637138,0.5905860356986523,0.3615834488311134,1.019281376574483,200000,0.6497985430218374,1135.6606385707855,,
heldout,8,0.2120434439079817,0.26533264125389744,0.873652044773689,1.1306596653955723,,,,,,,,,,,,,1.019281376574483,200000,0.6497985430218374,1135.6606385707855,0.5404614055919658,1.2730671866396346
