group,n_eval,n_significant_modes_mean,n_significant_modes_std,modes_covered_mean,modes_covered_std,mode_coverage_mean,mode_coverage_std,occupancy_tv_mean,occupancy_tv_std,max_occupancy_mean,max_occupancy_std,mmd_mean,mmd_std,sinkhorn_mean,sinkhorn_std,trace_cov_mean,trace_cov_std,dist_to_nearest_train_mean,dist_to_nearest_train_std,memorization_ratio_mean,memorization_ratio_std,iter,train_loss,elapsed_s
train,8,2.0,0.0,2.0,0.0,1.0,0.0,0.31359374954490815,0.06100216915692743,0.5221875,0.10169030420226895,0.06226782930662648,0.02001939027293762,8.659050531975051,15.453110477200617,5.886175745731531,0.6950069614887879,0.43532129650707957,0.16032942688440996,0.0671875,0.014520325194361179,100,7.264837480109886,99.17373323440552
train,8,2.0,0.0,2.0,0.0,1.0,0.0,0.2520312497692457,0.026412721098489144,0.66453125,0.05778779032752074,0.06501694216385168,0.02332129374632732,3.1417577902813,0.4742671609124012,4.334979327309934,0.12693353094226884,0.3642648088658188,0.11163337435186424,0.10171875,0.013591953904332515,1000,2.986308451822089,187.30556344985962
train,8,2.0,0.0,2.0,0.0,1.0,0.0,0.19546874976924575,0.03950344839402232,0.65625,0.054708031860047766,0.05556387002532766,0.028923700701088694,9.36589978227886,4.3230167064794065,4.841339420168285,1.111936914985131,0.6312743119091153,0.25591038659744403,0.13046875,0.04397237014236894,10000,2.6929037137480414,350.21598982810974
train,8,2.0,0.0,1.5,0.5,0.75,0.25,0.32562500022418667,0.16777612521473126,0.8165625000000001,0.17161429090769217,0.210386817148533,0.14594360373060578,19.97702906894716,28.354096135375414,2.414466238082473,2.0924273644667033,0.34431242241449056,0.26632930199174243,0.29015625,0.11257365210579916,30000,1.4646242760603192,600.867799282074
train,8,2.0,0.0,1.375,0.4841229182759271,0.6875,0.24206145913796356,0.36734375022404875,0.16142606382821506,0.8325,0.20097030253248863,0.25685079656009335,0.16351504374423598,294.22114064661815,305.0564406431361,2.1521189557675604,2.5181638057253775,0.3451172344195449,0.3949211121358499,0.63890625,0.28573537083888917,100000,0.9087293904036033,1300.85871219635
train,8,2.0,0.0,1.375,0.4841229182759271,0.6875,0.24206145913796356,0.37734375023046507,0.1508846797391089,0.8570312499999999,0.17632969995419803,0.27879726456056475,0.14772243255210657,316.99101173995444,334.3867863270088,1.8045947601503567,2.11178620904314,0.23119024396850663,0.25625060641065694,0.58328125,0.22890273034836764,200000,0.7696499375536399,2243.338427066803
train,8,2.0,0.0,1.375,0.4841229182759271,0.6875,0.24206145913796356,0.38937500021805904,0.1344287684923202,0.8440624999999999,0.20100892976121731,0.2500144599585359,0.1574981872018908,281.12325974018233,323.634306952444,2.0887314953579823,2.4466881279175072,0.3799286296206571,0.3997044321241376,0.7078125,0.25214916065446263,300000,0.7519982907298385,2673.0449211597443
