group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.1119772745741523,0.05571983678588667,0.19026008110335552,0.03738304712593535,0.841452125719312,0.5513602156243795,0.1569657159996692,0.055175055630237856,6.59365428261984,5.888306169447638,0.817978024482727,0.12848623710277127,0.8058549612760544,0.12750338776124007,1.327402687072754,0.36334085052077536,0.0,0.0,1.0,0.0,,,0.841452125719312,0.5513602156243795,1.0467556993875196,100,3.167024091929342,27.37368631362915,,
heldout,8,1.155718439480741,0.040019158457334544,0.18085515350571207,0.015668048558963858,,,,,,,,,,,,,,,,,,,,,1.0467556993875196,100,3.167024091929342,27.37368631362915,0.11264997064747875,0.02917380835292717
train,20,1.0779110091844901,0.03737628537858273,0.14023783009295746,0.09295234320188685,0.8299023053907563,0.5588444035237703,0.12249027533295846,0.05394544707706853,7.40563835569458,4.564307064657411,0.7952063679695129,0.16987742677667542,0.7723079428076745,0.1577478377139792,1.2744152903556825,0.37935461430554174,0.0,0.0,1.0,0.0,,,0.8299023053907563,0.5588444035237703,1.0467556993875196,300,2.5849022405045887,70.6310396194458,,
heldout,8,1.0721681577027378,0.04241670374767442,0.1098155802367263,0.06476013416299174,,,,,,,,,,,,,,,,,,,,,1.0467556993875196,300,2.5849022405045887,70.6310396194458,0.12504475723241104,0.039518560059992304
train,20,1.0720358204662848,0.08329509252410607,0.20484682020433578,0.052029746855610806,0.8423538267645327,0.5619445267754336,0.13711361912338196,0.058619367291030504,8.964893160605579,11.17122193751341,0.7791168689727783,0.16481370906705128,0.6708524078130722,0.1491835947390481,1.1745619386434556,0.37709819538011585,0.0,0.0,1.0,0.0,,,0.8423538267645327,0.5619445267754336,1.0467556993875196,1000,2.0675773838696805,115.57225680351257,,
heldout,8,1.1031049916925881,0.0719088867321024,0.1820044105372403,0.028166972131931492,,,,,,,,,,,,,,,,,,,,,1.0467556993875196,1000,2.0675773838696805,115.57225680351257,0.11624441995142015,0.0276226670600073
train,20,1.029961017436664,0.06562141002650905,0.14765439182179513,0.11661838913296606,0.8161216561842768,0.5835487849058442,0.11113430935294002,0.05238453137228699,16.80660489686766,38.927541490418115,0.8125196784734726,0.19425758177529623,0.6678526386618614,0.17402411251348468,1.1581348747015,0.36916796577644273,0.0,0.0,1.0,0.0,,,0.8161216561842768,0.5835487849058442,1.0467556993875196,3000,2.032323243388049,170.35136342048645,,
heldout,8,1.0378057509092142,0.05558437103246712,0.11717227585150167,0.0694203057217647,,,,,,,,,,,,,,,,,,,,,1.0467556993875196,3000,2.032323243388049,170.35136342048645,0.12152449415282278,0.04717784960679621
train,20,0.9358715056621195,0.15878042870560244,0.21347673223923597,0.10187988293129883,0.8510065821364436,0.6231263654392215,0.1039673266954515,0.05619166592088941,10.882820776832753,10.310449550411652,0.8453071102499962,0.2953675611646788,0.6529125824570656,0.17691279998694853,1.1599635571241378,0.4229911748045286,0.0,0.0,1.0,0.0,,,0.8510065821364436,0.6231263654392215,1.0467556993875196,10000,1.9526340931902393,257.865825176239,,
heldout,8,0.9463661849213225,0.21020655506787353,0.226030769671752,0.15952422358226567,,,,,,,,,,,,,,,,,,,,,1.0467556993875196,10000,1.9526340931902393,257.865825176239,0.10286338325520435,0.04338468117913977
train,20,0.8857162107081986,0.3255130580494167,0.3151395389990138,0.18154031030616985,0.7985404361769891,0.6184542491880433,0.11308362366067153,0.07723617877055831,12.764210791542132,14.158617668326503,0.7049981996417045,0.19579755461408374,0.5710986196994782,0.18870206946687082,1.0155011683702468,0.3497570965412157,0.0,0.0,1.0,0.0,,,0.7985404361769891,0.6184542491880433,1.0467556993875196,30000,1.6646249876944534,404.01298999786377,,
heldout,8,0.9882550020149992,0.2824730255591106,0.24760814412706464,0.1939554238835235,,,,,,,,,,,,,,,,,,,,,1.0467556993875196,30000,1.6646249876944534,404.01298999786377,0.07699588484546661,0.053402141478915637
train,20,0.619568494949083,0.46754537102363253,0.46736312316827266,0.3141913401819675,0.6523213961372724,0.5393035073508748,0.10049546835168002,0.06904582228999516,15.683613446712917,25.60341078312092,0.569836399704218,0.21337772713847628,0.443854047358036,0.1965518266868248,0.7920008823275566,0.32869856945364695,0.0,0.0,1.0,0.0,,,0.6523213961372724,0.5393035073508748,1.0467556993875196,100000,1.1882087655984315,839.0231759548187,,
heldout,8,0.7691982897667098,0.465759530948738,0.702805361422076,0.3308947614962604,,,,,,,,,,,,,,,,,,,,,1.0467556993875196,100000,1.1882087655984315,839.0231759548187,0.10873843668288308,0.05133756263420116
train,20,0.5243421518906093,0.7324097856533189,0.5857223508730205,0.41365506246398676,0.46580608373006804,0.4005840139510543,0.12047287704503326,0.057673000535683305,5.250705181693809,5.695175546465052,0.4526918366551399,0.2014041282418078,0.3221555970609188,0.14984355093652368,0.5842184856534004,0.23599093146250089,0.0,0.0,1.0,0.0,,,0.46580608373006804,0.4005840139510543,1.0467556993875196,200000,0.7447000407472443,1507.583289384842,,
heldout,8,0.4394377684156986,0.2664460864511835,0.7834422389637792,0.3889370540931831,,,,,,,,,,,,,,,,,,,,,1.0467556993875196,200000,0.7447000407472443,1507.583289384842,0.1193272201278975,0.06121138541337446
