group,trace_cov_mean,trace_cov_std,trace_post,trace_data,memorization_ratio_mean,memorization_ratio_std,n_eval,iter,train_loss,elapsed_s
uncond,2.7840328378142334,0.0,1.0040473220529973,2.1711854007749167,0.1075,0.0,1,100,4.09012845826735,8.697004318237305
uncond,1.4387572860806013,0.0,1.0040473220529973,2.1711854007749167,0.105,0.0,1,300,3.48261020378244,20.809128999710083
uncond,2.3063177351532764,0.0,1.0040473220529973,2.1711854007749167,0.09725,0.0,1,1000,3.2809023486488162,43.64242386817932
uncond,2.3722382722020825,0.0,1.0040473220529973,2.1711854007749167,0.11825,0.0,1,3000,3.2702675343453165,86.20512461662292
uncond,1.9814404428284047,0.0,1.0040473220529973,2.1711854007749167,0.10825,0.0,1,10000,3.215600450299644,201.8699493408203
uncond,2.2292516593357514,0.0,1.0040473220529973,2.1711854007749167,0.15025,0.0,1,30000,3.2300549326301757,428.38089513778687
uncond,2.0675867946899267,0.0,1.0040473220529973,2.1711854007749167,0.2755,0.0,1,100000,3.1244740801903235,1080.6921226978302
uncond,2.1577744343731293,0.0,1.0040473220529973,2.1711854007749167,0.37825,0.0,1,200000,3.1135592455052845,2026.0482606887817
