group,trace_cov_mean,trace_cov_std,trace_post,trace_data,n_eval,iter,train_loss,elapsed_s
uncond,2.842456342636046,0.0,1.0040473220529973,2.5295536474216576,1,50,4.561504492492708,0.1623687744140625
uncond,4.339274155720874,0.0,1.0040473220529973,2.5295536474216576,1,150,4.296402039646444,0.3576335906982422
uncond,1.8977688372589263,0.0,1.0040473220529973,2.5295536474216576,1,300,3.7239966246379654,0.7170925140380859
