group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.0958826948105216,0.03434174523522048,0.15112887048181967,0.09216108853641145,0.6222046911386491,0.35407898281575656,0.09873423244082571,0.0803119589128606,13.282854192607406,18.205689514141778,0.7386635363101959,0.11036743451963435,0.7504760429263115,0.13370628948197277,1.1647306978702545,0.16063615074974233,0.6755976266922665,0.4488726932252895,7.734214056037094,3.5618033354005085,1.5188319367452348e+21,6.620434924494638e+21,0.31719102683866474,0.2516868249803827,1.003786499603634,100,2.962076759317461,24.740567922592163,,
heldout,8,1.082301525063051,0.04459800215971028,0.13749086099096874,0.07204468216891582,,,,,,,,,,,,,,,,,,,,,1.003786499603634,100,2.962076759317461,24.740571975708008,0.16453067105705332,0.15850833733653227
train,20,1.4482008582161325,0.11525792617646444,0.09598958870039784,0.0269372197935784,0.6103645699681024,0.38334676545753943,0.1340555832560588,0.11593718187805224,6.622108225832316,4.908562394058775,0.6519313916563988,0.10013364414380832,0.6473093286156655,0.12407320164506187,1.0269381165504456,0.15455146833941408,0.6755976266922665,0.4488726932252895,7.734214056037094,3.5618033354005085,2.3278687002703194e+21,1.0146944418309695e+22,0.32023589572336986,0.2936453682135947,1.003786499603634,300,2.2494302431353606,48.5612313747406,,
heldout,8,1.4005939630120223,0.07669103811670099,0.10079010940600919,0.043398571631549254,,,,,,,,,,,,,,,,,,,,,1.003786499603634,300,2.2494302431353606,48.56123471260071,0.16487526075368802,0.1940825661869391
train,20,0.911505665528171,0.12793741580385715,0.07309942828295768,0.051604712104474815,0.5890898982336955,0.36088703521305887,0.11987763334935156,0.08331922205262368,6.2476866066370444,4.670437190114399,0.6366392850875855,0.162629163345218,0.5353110074996948,0.150324800340569,0.9099525779485702,0.2052822380434832,0.6755976266922665,0.4488726932252895,7.734214056037094,3.5618033354005085,1.406610327538026e+21,6.1312722706789e+21,0.28059108148344136,0.24420689478949484,1.003786499603634,1000,1.6885990040211967,75.7460310459137,,
heldout,8,0.8409386856142859,0.18301119651784753,0.08749897687501884,0.052017898307192945,,,,,,,,,,,,,,,,,,,,,1.003786499603634,1000,1.6885990040211967,75.74603462219238,0.14123412876213717,0.18079283615569902
train,20,0.8683368963649178,0.25000343966468985,0.14092701777969383,0.21568242811643445,0.5792229051322558,0.3263446370124691,0.14996914932721567,0.14793498623644172,6.934755295529939,6.666388515643,0.6570330128073693,0.1814017491831408,0.5379489481449127,0.15093878230219848,0.8977340579032898,0.17821430606676794,0.6755976266922665,0.4488726932252895,7.734214056037094,3.5618033354005085,4.144038629438363e+20,1.8063445603850618e+21,0.2677711642719525,0.21034614551766112,1.003786499603634,3000,1.6689886274489152,115.25719118118286,,
heldout,8,0.8672553117916083,0.28563437035365485,0.17673701346882623,0.25861867704714964,,,,,,,,,,,,,,,,,,,,,1.003786499603634,3000,1.6689886274489152,115.25719404220581,0.15540690420482037,0.23768017398492874
train,20,0.8453879867470795,0.309604805742596,0.23236012102713785,0.18788937486443055,0.48385817350127347,0.31889439539617265,0.11828149613694117,0.1005280623937014,8.980226893305652,11.802757190945208,0.6035534337162971,0.19733522441543216,0.5093240067362785,0.18213321866808194,0.841703662276268,0.19814798367217223,0.6755976266922665,0.4488726932252895,7.734214056037094,3.5618033354005085,4.079974403758964e+20,1.778419611821794e+21,0.1798136472757717,0.12181616123176388,1.003786499603634,10000,1.5624004208165225,185.34867811203003,,
heldout,8,0.8006715382939754,0.3042864327568809,0.4073501566053108,0.4368248084821059,,,,,,,,,,,,,,,,,,,,,1.003786499603634,10000,1.5624004208165225,185.34868168830872,0.15182168052251954,0.18161257807639422
train,20,0.8782056880351545,0.4820372827676984,0.2706792416459602,0.2364058743670701,0.5004141382775179,0.3306766005637572,0.11105893815319319,0.13891356641507352,9.076644188479344,8.577398946973982,0.6145859256386756,0.23882610608780458,0.49217534251511097,0.21111368115081922,0.8035843253135682,0.2421729819762015,0.6755976266922665,0.4488726932252895,7.734214056037094,3.5618033354005085,2.3441537943343657e+19,1.0217929497620927e+20,0.1461382255058385,0.08990822441141003,1.003786499603634,30000,1.3854943890307492,344.85423588752747,,
heldout,8,0.920146402848768,0.5338208023907818,0.44662353578765546,0.5567866370867872,,,,,,,,,,,,,,,,,,,,,1.003786499603634,30000,1.3854943890307492,344.85423946380615,0.16015512433060655,0.16013114064030362
