group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,memorization_ratio_mean,memorization_ratio_std,trace_post,iter,train_loss,lr,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.0943058689315694,0.04599115913754703,0.0873314192672631,0.03970565582444097,1.0832563330612464,0.6017922987197293,0.16281129515579712,0.10363709937186623,9.31259959796133,6.742870043807387,0.8101879373192787,0.13548623724543832,0.8352830991148948,0.1682576983696415,1.4837437689304351,0.3500355924277863,1.147529052818871,0.4499457606818777,25.131231920279923,12.184358333956117,2.3664782019044037,4.965816027021248,0.18343881848771185,0.13929846809553453,0.1149,0.011776671855834314,1.0145811029976972,100,3.0293255203376876,0.000999999975350663,32.552204608917236,,
heldout,8,1.1086619633612937,0.05147598220196778,0.05065828365509281,0.029695786546493796,,,,,,,,,,,,,,,,,,,,,0.1195,0.009460443964212252,1.0145811029976972,100,3.0293255203376876,0.000999999975350663,32.552204608917236,0.14616587069810477,0.1065942493154868
train,20,1.0480555173863124,0.1387429199640218,0.07304298916335727,0.03076078261064585,1.0984026934821403,0.5941850067791,0.16103822948492102,0.08781141298823354,8.660483228471374,5.139139254642074,0.8109167709946632,0.21141796216664388,0.685855719447136,0.18571611188322282,1.2825625121593476,0.3658629469206813,1.147529052818871,0.4499457606818777,25.131231920279923,12.184358333956117,1.7746963505651145,2.872815418760314,0.1753650544869151,0.12187076722196667,0.11864999999999999,0.017123886825134063,1.0145811029976972,1000,1.956701421195611,0.0009999975350683315,73.82354068756104,,
heldout,8,0.9107501343376316,0.1352234528306851,0.06464811077655132,0.013540803260782058,,,,,,,,,,,,,,,,,,,,,0.122375,0.030033054706439702,1.0145811029976972,1000,1.956701421195611,0.0009999975350683315,73.82354068756104,0.15023333470363648,0.10293648778874313
train,20,1.216170965791413,0.23944517325380144,0.09452231913295757,0.06812987551940185,1.1086243180267612,0.5916641501662049,0.17726044491740148,0.1338254661145479,9.269281243302991,6.514863163693156,0.8040461510419845,0.21974214235121692,0.6711496584117412,0.19522290768029232,1.2449595093727113,0.35981051323766317,1.147529052818871,0.4499457606818777,25.131231920279923,12.184358333956117,2.059900843294424,3.523162688150844,0.17091797282826968,0.15526132275357934,0.12149999999999998,0.04490712638323677,1.0145811029976972,10000,1.8976853196362808,0.000999753526902688,152.28583455085754,,
heldout,8,1.023774120917798,0.29506106510256114,0.11736120131104785,0.04802385870825203,,,,,,,,,,,,,,,,,,,,,0.1275,0.03761980861195336,1.0145811029976972,10000,1.8976853196362808,0.000999753526902688,152.28583455085754,0.11810327188315306,0.07514889275303169
train,20,1.1421150643583138,0.3931449719422381,0.18069900556028703,0.1208366220902946,1.0909169648530672,0.657033174498854,0.15958592584396278,0.1874978271616094,18.729111372565043,30.315711351891043,0.7722685098648071,0.24629484583015204,0.6485775541514158,0.21850763542295892,1.1967688009142876,0.4162816968044464,1.147529052818871,0.4499457606818777,25.131231920279923,12.184358333956117,1.1964661368575906,0.6007781145321383,0.09211681576595843,0.05105065521095403,0.19305,0.16768675409822922,1.0145811029976972,30000,1.795983462743288,0.000997783201319231,275.2980487346649,,
heldout,8,0.9722781627393227,0.45653100768119664,0.1447645420917373,0.08468101430069037,,,,,,,,,,,,,,,,,,,,,0.210375,0.16102401800663155,1.0145811029976972,30000,1.795983462743288,0.000997783201319231,275.2980487346649,0.1554539440665288,0.09897707992992935
train,20,1.150356296694853,0.4412184442156245,0.1749394897343984,0.13333435999491952,1.096080598587219,0.6609073888918365,0.16411943473641483,0.17162065119137293,12.291270743638801,9.969973302506807,0.7371310420334339,0.24835024596973176,0.630517841130495,0.21815743993989134,1.1437892228364945,0.4110931819553098,1.147529052818871,0.4499457606818777,25.131231920279923,12.184358333956117,1.0875855471139548,0.2779825271402305,0.05337541653987703,0.04193241512873854,0.31865,0.22277954910628578,1.0145811029976972,100000,1.7274356324914757,0.0009755527298892785,613.0102124214172,,
heldout,8,0.9792362918781092,0.4488388935497905,0.1803695519252399,0.08848962596322285,,,,,,,,,,,,,,,,,,,,,0.383,0.2360720229082642,1.0145811029976972,100000,1.7274356324914757,0.0009755527298892785,613.0102124214172,0.12443389582693884,0.10829843116490348
