group,trace_cov_mean,trace_cov_std,trace_post,trace_data,memorization_ratio_mean,memorization_ratio_std,n_eval,iter,train_loss,elapsed_s
uncond,1.2011291533715178,0.0,1.019281376574483,1.7598565150642957,0.12225,0.0,1,100,3.685195936074988,8.660333395004272
uncond,1.6400765175677625,0.0,1.019281376574483,1.7598565150642957,0.11625,0.0,1,300,3.153159890531727,20.81440567970276
uncond,1.7867977428907826,0.0,1.019281376574483,1.7598565150642957,0.112,0.0,1,1000,2.9495269385655067,43.56561326980591
uncond,1.9618930014992852,0.0,1.019281376574483,1.7598565150642957,0.1155,0.0,1,3000,2.92128943346874,86.1596314907074
uncond,1.7092171041240278,0.0,1.019281376574483,1.7598565150642957,0.12325,0.0,1,10000,2.931810892274603,201.86850237846375
uncond,1.8198015042855369,0.0,1.019281376574483,1.7598565150642957,0.1555,0.0,1,30000,2.8416644415282053,428.41257977485657
uncond,1.7986170881345858,0.0,1.019281376574483,1.7598565150642957,0.26675,0.0,1,100000,2.8384326515858884,1079.6898744106293
uncond,1.804910459191717,0.0,1.019281376574483,1.7598565150642957,0.41825,0.0,1,200000,2.8067020201218957,2023.7893288135529
