group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,memorization_ratio_mean,memorization_ratio_std,trace_post,iter,train_loss,lr,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.100483757901279,0.054961326048486726,0.2348138163995191,0.039589752891153844,0.8507383329598394,0.5540609019691143,0.142619551376964,0.05427171913611655,8.595500468665088,10.05162088385855,0.8175685733556748,0.12960098118133803,0.8063447296619415,0.12587218929309782,1.333307620882988,0.36946934888609784,1.0526700680348053,0.11321824754169396,43.90306166768672,16.79582930308934,1.0579967097748493,0.1310968241274602,0.1344299438251417,0.07120618038401383,0.11545000000000001,0.015499919354628912,1.0467556993875196,100,3.377628848410883,0.000999999975350663,32.348100662231445,,
heldout,8,1.1447415116195145,0.039735543192369126,0.2241885449382962,0.020671834522182343,,,,,,,,,,,,,,,,,,,,,0.111625,0.010123456672500752,1.0467556993875196,100,3.377628848410883,0.000999999975350663,32.348100662231445,0.12761932057532582,0.050300779598138105
train,20,0.9260376064054345,0.031451733603945556,0.23085729247277617,0.10446278964425242,0.8300724392398078,0.5572022559492107,0.12015954580543209,0.046508772561680255,8.441625044515739,6.760457034214672,0.79544016122818,0.16717439033085124,0.6779107391834259,0.15548567555328527,1.1813116669654846,0.3866494305917144,1.0526700680348053,0.11321824754169396,43.90306166768672,16.79582930308934,0.890875775222607,0.11025833077514167,0.11402228145093654,0.06215354704028353,0.11915,0.011727211944874196,1.0467556993875196,1000,2.109306171971504,0.0009999975350683315,73.56616044044495,,
heldout,8,0.920604526712737,0.03652669113218132,0.19516305051250837,0.07231420116516117,,,,,,,,,,,,,,,,,,,,,0.114875,0.017481686846525995,1.0467556993875196,1000,2.109306171971504,0.0009999975350683315,73.56616044044495,0.10571061453081039,0.036679308579635125
train,20,1.090597555855053,0.10357514271850563,0.3025164041346435,0.10380241350846964,0.8366350232439859,0.5816998471102467,0.11472616622178802,0.06887391431249205,19.473888775455393,33.4192772252516,0.7871214598417282,0.14652374566854182,0.6565787881612778,0.15303247667695352,1.160736322402954,0.3807267669311678,1.0526700680348053,0.11321824754169396,43.90306166768672,16.79582930308934,1.0442992890924074,0.11402535645911295,0.15121674876258526,0.06891845293666436,0.11785000000000001,0.01109628316149151,1.0467556993875196,10000,2.0485171553808748,0.000999753526902688,152.09193658828735,,
heldout,8,1.1565697274333544,0.11582628725679119,0.26917778100867523,0.04302651366586561,,,,,,,,,,,,,,,,,,,,,0.124625,0.013037805605238944,1.0467556993875196,10000,2.0485171553808748,0.000999753526902688,152.09193658828735,0.113292330780302,0.06880237469812556
train,20,1.0818158892981782,0.12978760537833195,0.16489735872347694,0.06271959563546588,0.8671249541416207,0.5797184438602958,0.1341642285360234,0.05189237318000714,7.287624737494575,5.324863620715118,0.7733399942517281,0.1314783729105546,0.6532123818993568,0.14108923221239117,1.1371555298566818,0.3346496569302192,1.0526700680348053,0.11321824754169396,43.90306166768672,16.79582930308934,1.0271430200905742,0.039423088144393145,0.06069988797349794,0.0416766358902357,0.1359,0.022362692145625043,1.0467556993875196,30000,1.9816801007556364,0.000997783201319231,273.54763412475586,,
heldout,8,1.097948706022252,0.1514304742777165,0.14048649354116022,0.07965838329412982,,,,,,,,,,,,,,,,,,,,,0.130125,0.011569761233491382,1.0467556993875196,30000,1.9816801007556364,0.000997783201319231,273.54763412475586,0.09286903389228951,0.04846332812749107
train,20,1.0348566469829186,0.07791923265971365,0.22602541721077066,0.10048647266966759,0.8505689121944977,0.5768306336109617,0.11788410678457839,0.04679652710855782,8.468882379564807,6.7875460299594135,0.7838360741734505,0.20597111418008687,0.6357615008950234,0.15201237813608556,1.1065701335668563,0.34010795230971375,1.0526700680348053,0.11321824754169396,43.90306166768672,16.79582930308934,0.9880798535948829,0.061703056978486194,0.06712910915254894,0.022865507674687136,0.28525000000000006,0.09624961038882184,1.0467556993875196,100000,1.8906816023001907,0.0009755527298892785,613.1852321624756,,
heldout,8,1.0335123990910704,0.1269846966283427,0.17490158142409418,0.05527786181588891,,,,,,,,,,,,,,,,,,,,,0.261375,0.08268303559376615,1.0467556993875196,100000,1.8906816023001907,0.0009755527298892785,613.1852321624756,0.10096039532606622,0.05458414571910444
