group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,9.249843299682837,0.15576771515439616,0.22873565728747242,0.05067583040270566,2.9404926490790078,0.7240323350878841,1.4068446597585582,0.1402404567363801,2.123051466609745,0.5914865605147288,0.950578561425209,0.025102979813385842,0.9646708101034165,0.0248976789313734,4.179620957374572,0.5086961032141087,0.0,0.0,1.0,0.0,,,2.9404926490790078,0.7240323350878841,9.001409240100434,100,18.875785516627126,26.41486620903015,,
heldout,8,9.32792785727463,0.10566335425874317,0.2202008890494697,0.04506551163553976,,,,,,,,,,,,,,,,,,,,,9.001409240100434,100,18.875785516627126,26.414870500564575,1.4540144292826214,0.17062615704599032
train,20,12.21085424252973,0.33982953952122585,0.40555359896404725,0.19191085628793733,2.9154817748762807,0.6963782462657959,1.5336908830551,0.1220630232112565,1.91747955771183,0.4843541163124174,0.905431941151619,0.043321047376123044,0.9186840116977691,0.041792205401087225,3.9634317636489866,0.38811410874609525,0.0,0.0,1.0,0.0,,,2.9154817748762807,0.6963782462657959,9.001409240100434,300,17.438902317314465,52.46850299835205,,
heldout,8,12.279357048215969,0.45214658397919594,0.31599760290967793,0.05585242204909283,,,,,,,,,,,,,,,,,,,,,9.001409240100434,300,17.438902317314465,52.46850609779358,1.5793496196418526,0.12794937605106352
train,20,8.885081261781746,0.29082203862210276,0.4296826764460754,0.14153772145039145,2.907311959216256,0.7086637792773569,1.4480981545767029,0.14261178620927206,2.0324683759815496,0.5457349803268987,0.835844561457634,0.03371487238979943,0.8445317834615708,0.03516715636334324,3.621082365512848,0.3734671160958957,0.0,0.0,1.0,0.0,,,2.907311959216256,0.7086637792773569,9.001409240100434,1000,13.827103036389671,81.84178566932678,,
heldout,8,9.007152734916634,0.3180978195182718,0.37748320467371144,0.07403785694221134,,,,,,,,,,,,,,,,,,,,,9.001409240100434,1000,13.827103036389671,81.84178924560547,1.4549187746370358,0.1351250494343503
train,20,7.824952973821587,0.44657733380553644,0.4850984219478085,0.17645174799661661,2.941442532936308,0.7306558533202971,1.509736813607036,0.17880980029280844,1.9855405974089675,0.5558354161460546,0.7556718617677689,0.05589361738772765,0.7612940639257431,0.05212393290878604,3.2779935240745544,0.2445776502364565,0.0,0.0,1.0,0.0,,,2.941442532936308,0.7306558533202971,9.001409240100434,3000,11.411513699040265,119.63208341598511,,
heldout,8,7.763424505352239,0.43286607854100273,0.49107755833113625,0.1109455349457399,,,,,,,,,,,,,,,,,,,,,9.001409240100434,3000,11.411513699040265,119.63208603858948,1.5613151829030039,0.19472644443872256
train,20,6.688244596626356,0.7193582608006851,0.6231189756642967,0.1814722816435863,2.8532088899883057,0.7519454637907688,1.4565759687873931,0.11445020025842016,1.9811191642899382,0.5756450999030662,0.6172828391194344,0.058169332763806175,0.6238640487194062,0.07899379248789797,2.693094563484192,0.2419035799606584,0.0,0.0,1.0,0.0,,,2.8532088899883057,0.7519454637907688,9.001409240100434,10000,8.692402302360163,191.32554292678833,,
heldout,8,6.938320976336422,0.6342916892052451,0.5790829932146709,0.08616381413043527,,,,,,,,,,,,,,,,,,,,,9.001409240100434,10000,8.692402302360163,191.32554602622986,1.5448692944675764,0.12231801780421538
train,20,6.372078435190461,0.9019008113052182,0.9825155239796837,0.3232392177311816,2.6811955011955826,0.6893591130224512,1.5628210497102237,0.24545035296706685,1.7966683907089613,0.699578264136533,0.5490019038319588,0.06944510151151065,0.5523801997303963,0.08597711029465463,2.3855057060718536,0.2558389950815229,0.0,0.0,1.0,0.0,,,2.6811955011955826,0.6893591130224512,9.001409240100434,30000,7.04539040514741,313.24209451675415,,
