group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,memorization_ratio_mean,memorization_ratio_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,2.0034339772280547,0.055875429246287335,0.8771558415179609,0.6323137031895263,1.4148619909116096,0.7306645630578303,0.06761394659599974,0.012678681708075302,22.004199974722187,12.669514233762637,0.9976776689291,0.0704449813469782,0.9764223903417587,0.06644949396668856,1.8886401414871217,0.52143828984388,0.0,0.0,1.0,0.0,,,1.4148619909116096,0.7306645630578303,0.1135,0.00974935895328508,1.019281376574483,100,3.7044289030215998,100.34185552597046,,
heldout,8,2.0194481591704987,0.05006265942988505,1.218987719594884,0.8465342192746782,,,,,,,,,,,,,,,,,,,,,0.11237499999999999,0.009095843831113195,1.019281376574483,100,3.7044289030215998,100.34185552597046,0.072256505159976,0.017982666692584436
train,20,1.0759732479758655,0.03535728832946457,0.20579240990096123,0.022907434779417993,0.900048410415488,0.7093944001299585,0.1197075443197881,0.13101164642407825,13.458736878918831,15.773335087180781,0.8237942039966584,0.16549060593988177,0.7926642209291458,0.1738529240480206,1.409339040517807,0.4572195868218493,0.0,0.0,1.0,0.0,,,0.900048410415488,0.7093944001299585,0.11095000000000002,0.01745415423330503,1.019281376574483,300,2.7686859900420444,218.58199453353882,,
heldout,8,1.0882551309164974,0.04359978656139249,0.22121003610958856,0.03304214683522654,,,,,,,,,,,,,,,,,,,,,0.104125,0.022860651237442912,1.019281376574483,300,2.7686859900420444,218.58199453353882,0.10454837937608306,0.045523748760540265
train,20,0.9936116802707019,0.028207933849755985,0.1899604789668712,0.045786267990790795,0.8796448793811076,0.7253108990184852,0.13241135150932232,0.1348039659654846,19.874973145396886,29.500500125828943,0.7396234586834908,0.1789472980882112,0.7283613726496696,0.19896321003940132,1.3120600700378418,0.5123477365538943,0.0,0.0,1.0,0.0,,,0.8796448793811076,0.7253108990184852,0.11325,0.027580563808595356,1.019281376574483,1000,2.1085607017890697,335.75135922431946,,
heldout,8,1.0015935022512203,0.06633877810484182,0.15015570429322103,0.029639111386504366,,,,,,,,,,,,,,,,,,,,,0.092375,0.030931123080159894,1.019281376574483,1000,2.1085607017890697,335.75135922431946,0.16399064032667876,0.13851784396417144
train,20,0.8917406019121396,0.146702672722887,0.17441899711948314,0.0643375505297407,0.88079487699229,0.7144749581486932,0.1391218874990767,0.12601391196367312,20.939452230335878,50.931411949140454,0.746264460682869,0.23987023002228894,0.6296427272260189,0.20872020117913084,1.1941919684410096,0.49082425826916687,0.0,0.0,1.0,0.0,,,0.88079487699229,0.7144749581486932,0.1149,0.02298020887633531,1.019281376574483,3000,1.6963897848935519,463.035626411438,,
heldout,8,0.7497204579545261,0.21535206888277067,0.14951866755267157,0.09528850381287868,,,,,,,,,,,,,,,,,,,,,0.099375,0.026953374093051877,1.019281376574483,3000,1.6963897848935519,463.035626411438,0.1574734504748702,0.15402544008086064
train,20,0.9789038115155357,0.31584518851336174,0.32719882538250883,0.12018822415052006,0.908235488171625,0.6417989163993768,0.13232362922092078,0.1007828543697596,16.226033282324234,24.25371566761976,0.7526519984006882,0.21618716209548317,0.6171260476112366,0.19874154291129542,1.1568937033414841,0.4187685758851576,0.0,0.0,1.0,0.0,,,0.908235488171625,0.6417989163993768,0.12415000000000001,0.0498480440940264,1.019281376574483,10000,1.6363055368235544,631.9797732830048,,
heldout,8,0.739808739261052,0.40789185955959967,0.3082576532899274,0.2928573625068362,,,,,,,,,,,,,,,,,,,,,0.098625,0.04686133134045597,1.019281376574483,10000,1.6363055368235544,631.9797732830048,0.20203783603698064,0.23936490431033525
train,20,0.8582254598237506,0.32307331542517775,0.23274284128291814,0.10657052944801666,0.8982803424999503,0.6768926167482366,0.14518742176527583,0.1158926762428204,13.75512159417806,19.82877156956527,0.7288184002041816,0.22473728464347018,0.6072711884975434,0.2040608656980437,1.1357791036367417,0.45451799484300537,0.0,0.0,1.0,0.0,,,0.8982803424999503,0.6768926167482366,0.15015000000000003,0.06605246021156214,1.019281376574483,30000,1.5592942592930934,893.0497736930847,,
heldout,8,0.6271057535016635,0.4226354042200789,0.2304586020872855,0.25103297978306754,,,,,,,,,,,,,,,,,,,,,0.106375,0.04645680117054983,1.019281376574483,30000,1.5592942592930934,893.0497736930847,0.2065048764461881,0.28984379110213354
train,20,0.8313871057049539,0.5037464111589464,0.3021655663504309,0.21894494135075845,0.767173505625168,0.5932355590145687,0.12766689277234564,0.11994451697435143,12.78673148233647,14.819408917825273,0.5917003341019154,0.20415436783458954,0.48590963408350946,0.1859850960421153,0.9095101818442345,0.32743837932932257,0.0,0.0,1.0,0.0,,,0.767173505625168,0.5932355590145687,0.2928,0.17566206192573283,1.019281376574483,100000,1.2471922355222937,1593.0452332496643,,
heldout,8,0.3667652508444304,0.32350059824315847,0.514652584240725,0.4270106512810878,,,,,,,,,,,,,,,,,,,,,0.23412499999999997,0.1497342959211416,1.019281376574483,100000,1.2471922355222937,1593.0452332496643,0.23145008756753033,0.3888067755786991
train,20,0.5744895072527911,0.3426512680655497,0.34354303197724384,0.22839641315243062,0.7249742926684374,0.6366673575378495,0.1151147673812655,0.13062133028818648,14.491028025676325,17.989395534219813,0.5695238895714283,0.20707550981391246,0.46349081546068194,0.19179058207201663,0.8695344403386116,0.373971027591784,0.0,0.0,1.0,0.0,,,0.7249742926684374,0.6366673575378495,0.35825,0.16460950002961555,1.019281376574483,200000,1.021637049129461,2271.824520587921,,
heldout,8,0.3245729454289445,0.3206517892277233,0.5094545186339693,0.388971142923936,,,,,,,,,,,,,,,,,,,,,0.31599999999999995,0.23750999978948253,1.019281376574483,200000,1.021637049129461,2271.824520587921,0.23057323069088526,0.40299559027124415
