group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.0453242056265866,0.042430912706681506,0.21822984794982658,0.04412652764295693,0.891609550839702,0.7004262879571049,0.11970453380321285,0.09878418238628035,13.969843033720897,15.238877342647214,0.7869476497173309,0.16321180022353934,0.774367393553257,0.17491783738364103,1.3875800639390945,0.4822415785599878,0.0,0.0,1.0,0.0,,,0.891609550839702,0.7004262879571049,1.019281376574483,100,3.4735225964236642,27.375417232513428,,
heldout,8,1.0553259449986063,0.05077987001543661,0.17200210220692874,0.0316816701591183,,,,,,,,,,,,,,,,,,,,,1.019281376574483,100,3.4735225964236642,27.375417232513428,0.13148481940570625,0.0528027779347293
train,20,0.8927304015381818,0.07350777235479551,0.22189145592455076,0.031340267465060107,0.9343083608969206,0.6876794821142309,0.1256216700404727,0.15278882180221492,13.922403397507656,15.115823211776426,0.8284011378884315,0.21688220437169947,0.7195507407188415,0.19206342056088668,1.3501497864723206,0.50513084172868,0.0,0.0,1.0,0.0,,,0.9343083608969206,0.6876794821142309,1.019281376574483,300,3.0046421822052913,70.42988610267639,,
heldout,8,0.8341102296987821,0.09292038219003647,0.2083172493961278,0.027196824002003087,,,,,,,,,,,,,,,,,,,,,1.019281376574483,300,3.0046421822052913,70.42988610267639,0.10575383113935485,0.11172399040571696
train,20,0.9886123130645817,0.22127569191418392,0.15417231798208594,0.04846803806071861,0.8877869047300967,0.7220290858269224,0.12480830692468232,0.12144497753336962,21.71849573853932,32.344470595466184,0.7521360695362092,0.21696585358087378,0.6363053247332573,0.19988190717425078,1.2061573147773743,0.47617677913265705,0.0,0.0,1.0,0.0,,,0.8877869047300967,0.7220290858269224,1.019281376574483,1000,2.5680095387078237,116.56691789627075,,
heldout,8,0.7944511771839975,0.24032707327933528,0.1288491936432497,0.0602953295244981,,,,,,,,,,,,,,,,,,,,,1.019281376574483,1000,2.5680095387078237,116.56691789627075,0.1540574235662364,0.16581224694693172
train,20,0.8869990750429096,0.2595120120550392,0.26058368413488453,0.1209660784811284,0.8998884700294629,0.6676987790677478,0.15414192210152083,0.09158591757678547,10.121815852416153,10.787217596399968,0.7578347116708756,0.23901897146265141,0.6277755096554756,0.20416156404356545,1.1817271888256073,0.4519723750360515,0.0,0.0,1.0,0.0,,,0.8998884700294629,0.6676987790677478,1.019281376574483,3000,2.608752676336817,170.9926462173462,,
heldout,8,0.6733505113763781,0.3696071434760871,0.2627981676415521,0.29931854091346594,,,,,,,,,,,,,,,,,,,,,1.019281376574483,3000,2.608752676336817,170.9926462173462,0.22026909009424273,0.27698909835570557
train,20,1.0357380590298855,0.3310519009517584,0.27529812273937326,0.11310159900761843,0.9130855314535484,0.6512681164995059,0.1543548580413468,0.10114533806405673,10.97450776908789,14.718141017261827,0.7423024132847786,0.21928247881097618,0.606757928431034,0.20287124872479473,1.1397069603204728,0.43031586426530344,0.0,0.0,1.0,0.0,,,0.9130855314535484,0.6512681164995059,1.019281376574483,10000,2.3983763750061358,258.9741518497467,,
heldout,8,0.7804675763296817,0.4319859935191421,0.3007069542569587,0.28981432096211723,,,,,,,,,,,,,,,,,,,,,1.019281376574483,10000,2.3983763750061358,258.9741518497467,0.26886965694465603,0.32187474302897423
