group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,memorization_ratio_mean,memorization_ratio_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.0694458082155218,0.049808246704776425,0.27506528432915867,0.05419802597090479,0.9082775319166012,0.6908389372991575,0.1348555291031202,0.09653241025495485,22.17303120172415,56.99846142471538,0.7868969023227692,0.16170565111260804,0.7637845546007156,0.16924373864334089,1.3890342921018601,0.4610832087653663,0.0,0.0,1.0,0.0,,,0.9082775319166012,0.6908389372991575,0.11300000000000003,0.01791926337771729,1.019281376574483,100,3.292276626505886,40.0914580821991,,
heldout,8,1.0886125644281366,0.05867556533665418,0.3125128514518576,0.11371122908324544,,,,,,,,,,,,,,,,,,,,,0.103625,0.015418637261444348,1.019281376574483,100,3.292276626505886,40.0914580821991,0.11523424938709197,0.10485415630093459
train,20,0.9224319345352201,0.03959717124266455,0.15958687170937164,0.039580797901987395,0.8789910149837681,0.7269467684865784,0.11877652102778531,0.12329602577235813,52.487383216948125,167.74104468344441,0.7628370597958565,0.1954555876420685,0.7447909086942672,0.19809610810095163,1.3423182249069214,0.5290219857985106,0.0,0.0,1.0,0.0,,,0.8789910149837681,0.7269467684865784,0.11415,0.02496252190785218,1.019281376574483,300,2.3346535194206695,92.0543327331543,,
heldout,8,0.9099689873189185,0.051307432604932146,0.13919735837210906,0.04978464209256385,,,,,,,,,,,,,,,,,,,,,0.101875,0.02325100804266344,1.019281376574483,300,2.3346535194206695,92.0543327331543,0.1399632118284802,0.08874085967854696
train,20,0.8957629588821648,0.22039059267918223,0.22373458161758103,0.06851733119343112,0.8854773121490315,0.7098012688085525,0.1397475492908784,0.1151816472341031,19.86232813106672,39.44285288432001,0.7469263792037963,0.23729332197102812,0.6288420706987381,0.2159091934144701,1.1928055584430695,0.4903961378950486,0.0,0.0,1.0,0.0,,,0.8854773121490315,0.7098012688085525,0.1137,0.025250940576540908,1.019281376574483,1000,1.716346826714067,148.86834025382996,,
heldout,8,0.7054820900442064,0.22892136633584054,0.15897714216249514,0.05651830530995144,,,,,,,,,,,,,,,,,,,,,0.10225000000000001,0.019427750770482928,1.019281376574483,1000,1.716346826714067,148.86834025382996,0.1616196297424387,0.13065406516097838
train,20,0.8824401166022499,0.1717116765807875,0.17345342856808624,0.06121699268714051,0.8846348312675799,0.7109370787948494,0.13672947213270478,0.14084765485149678,26.69068909489146,73.08408933244219,0.7690226554870605,0.24262671138706138,0.6320683598518372,0.20500357079593384,1.1987456917762755,0.4776605585280046,0.0,0.0,1.0,0.0,,,0.8846348312675799,0.7109370787948494,0.11220000000000001,0.025687740266516244,1.019281376574483,3000,1.6858694800818033,215.74699544906616,,
heldout,8,0.7177461914646271,0.23346446287615732,0.13785439146753625,0.07985369409394087,,,,,,,,,,,,,,,,,,,,,0.10262500000000001,0.018927080466886594,1.019281376574483,3000,1.6858694800818033,215.74699544906616,0.15866496227005616,0.1798057203962026
train,20,0.8971257934696544,0.288834649347841,0.3114433030717441,0.11612306871289349,0.905339761359645,0.6470897096150194,0.1390732274386775,0.1073792712422396,23.343258165571655,62.4519079682213,0.7619446486234664,0.2298817509832211,0.6216154381632805,0.20978620719424,1.1617730259895325,0.43454200823873,0.0,0.0,1.0,0.0,,,0.905339761359645,0.6470897096150194,0.11850000000000001,0.037438616427426914,1.019281376574483,10000,1.6459864069486523,329.8876647949219,,
heldout,8,0.677512221111245,0.35768987930102103,0.28065547961028037,0.2645753876809276,,,,,,,,,,,,,,,,,,,,,0.09275,0.04499374956591193,1.019281376574483,10000,1.6459864069486523,329.8876647949219,0.2088674028707374,0.25114013579383
train,20,0.8350364945374631,0.26132000301829417,0.249840886068374,0.1077227212281358,0.907530441977692,0.6706945283513629,0.15054053466211192,0.09947981181721623,12.5095169169381,16.314282419067233,0.7301518514752388,0.2254756223101644,0.6074178963899612,0.19846581867469928,1.1375828415155411,0.43797745847264463,0.0,0.0,1.0,0.0,,,0.907530441977692,0.6706945283513629,0.13475,0.044744692422677354,1.019281376574483,30000,1.5714998193474328,540.8819575309753,,
heldout,8,0.6246763373777549,0.39461909793079175,0.2586542954062716,0.19374827419890084,,,,,,,,,,,,,,,,,,,,,0.11575,0.043868411186182704,1.019281376574483,30000,1.5714998193474328,540.8819575309753,0.18918189355208054,0.2195936637669361
train,20,0.7328957385087835,0.3690576517480188,0.30183022594081466,0.1923815751964019,0.7681816068648117,0.6850384407134883,0.10624412455457052,0.11487211864071857,18.945672353892903,34.964402133859565,0.6149592898786068,0.22432052596419633,0.5147298194468022,0.20344042546988125,0.9570825815200805,0.3908678626531773,0.0,0.0,1.0,0.0,,,0.7681816068648117,0.6850384407134883,0.22454999999999997,0.155221285589316,1.019281376574483,100000,1.3387279903089833,1057.4222807884216,,
heldout,8,0.3751626111227301,0.3579372366820427,0.43323581953037543,0.38780531698716136,,,,,,,,,,,,,,,,,,,,,0.173375,0.11550967221406179,1.019281376574483,100000,1.3387279903089833,1057.4222807884216,0.23497506885097025,0.3982693699377657
train,20,0.615736496667711,0.3899657031912412,0.36552557228350535,0.30180655712299964,0.6937856609144614,0.5946179986932086,0.13673348444460792,0.12279869831949862,11.96178731321682,15.05687226220713,0.5495419807732105,0.23639439626365766,0.4497271303087473,0.2156842366610424,0.8443823009729385,0.3966057335371569,0.0,0.0,1.0,0.0,,,0.6937856609144614,0.5946179986932086,0.27545,0.17643425829469742,1.019281376574483,200000,1.144735380104141,1711.5321180820465,,
heldout,8,0.3374460499652021,0.32247790506417356,0.5991045648877542,0.522872292757577,,,,,,,,,,,,,,,,,,,,,0.21037500000000003,0.1853819958221402,1.019281376574483,200000,1.144735380104141,1711.5321180820465,0.3171939326866669,0.5879047579071239
