h,n_seeds,trace_kernel,trace_post,trace_expansion,trace_meas_mean,trace_meas_std,ratio_to_kernel_mean,ratio_to_kernel_std,ratio_to_post_mean,n_eff
0.01,3,0.6161360021506712,1.023361466005,1.0235864998393047,0.6815785565000608,0.05135858399800625,1.1651022409105163,0.23392121241654976,0.6653623486508727,3.942784257716113
0.05,3,0.9400631219109844,1.023361466005,1.0289873118626145,0.9475120553725563,0.09513745908453511,1.0062046732035117,0.061340608186076055,0.9267288718891851,15.756341401890003
0.1,3,1.0277778258024526,1.023361466005,1.0458648494354583,1.0248309964359683,0.1526196373408676,0.992704000287637,0.048833483990833995,1.0027109050979757,30.368107594660916
0.5,3,1.3211692328893285,1.023361466005,1.5859460517664574,1.3214055779198233,0.12219775014561159,1.0021847408920304,0.024595800642974692,1.2900358709076918,114.0893231115622
