arm,trace_cov,predicted,mmd,sinkhorn,mean_err
rho=0.0,0.3264570816814004,0.3272011145209183,0.17493737018574926,0.6920816969506685,0.3983211306001467
rho=0.3,0.491440124192311,0.5072011145209183,0.11736305981999545,0.5374675843898897,0.4165750990202899
