t,L_max,L_p95,L_med,floor_d_over_3L,L_trained
0.5,7.083341121673584,2.368912398815155,2.025314211845398,0.0941175435737243,0.4803556648798112
0.9,15.179038047790527,13.318483352661133,10.53547477722168,0.04392021843332208,0.4803556648798112
0.99,65.65593719482422,51.95155048370361,40.95269775390625,0.010153943346942602,0.4803556648798112
0.999,63.95399475097656,59.260433197021484,44.04903984069824,0.010424159886532917,0.4803556648798112
