run,h,mmd_atomic,mmd_atomic_std,sinkhorn_atomic,sinkhorn_atomic_std,mmd_floor,mmd_floor_std,sinkhorn_floor,sinkhorn_floor_std,n_eff
exp1_cond_seed0,0.0,0.43627724703634396,0.09655273066689199,2.096234725292315,1.2891969264244616,0.0007347658240005698,0.0006214121119800017,0.0056374431776242805,0.0031744548898176533,1.0
p7y_h0.01_seed0,0.01,0.20414810701822259,0.16642451627569704,1.1333995966339718,1.395606814464822,0.0007347658240005698,0.0006214121119800017,0.0056374431776242805,0.0031744548898176533,2.472949655078327
p7y_h0.05_seed0,0.05,0.046280994418940916,0.0337344101713074,0.2973756941905269,0.20437483414066915,0.0007347658240005698,0.0006214121119800017,0.0056374431776242805,0.0031744548898176533,9.578350108460224
p7y_h0.1_seed0,0.1,0.02760603318545838,0.026128031306977596,0.16190118596150915,0.09759876959375745,0.0007347658240005698,0.0006214121119800017,0.0056374431776242805,0.0031744548898176533,16.393772666287397
p7y_h0.5_seed0,0.5,0.010007779667238653,0.0047100778686915545,0.11066625728662163,0.026599903871484254,0.0007347658240005698,0.0006214121119800017,0.0056374431776242805,0.0031744548898176533,66.34095143370905
