group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,memorization_ratio_mean,memorization_ratio_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.075004442632006,0.034198162022918324,0.14030542080019912,0.07047030046608511,0.6287128284280625,0.3512811860957926,0.09860193991489995,0.07962029855242099,8.61712375243772,5.660340299792363,0.7216725885868073,0.09016069053904044,0.7405764073133468,0.11697863297146084,1.1553757905960083,0.17754529740538977,0.0,0.0,1.0,0.0,,,0.6287128284280625,0.3512811860957926,0.1131,0.01204533104567907,1.003786499603634,100,2.948022716690231,110.36532378196716,,
heldout,8,1.0553687712553326,0.030920875402491145,0.12138380543049379,0.1110187028560289,,,,,,,,,,,,,,,,,,,,,0.1045,0.01969771560359221,1.003786499603634,100,2.948022716690231,110.36532378196716,0.14541781587270847,0.14418052997574687
train,20,1.0270129065915488,0.15361906569923375,0.1452836694801262,0.11674898622141276,0.5649678900635531,0.36080516350140546,0.1292398120480674,0.11861607083730596,7.073093924853964,6.444253548470102,0.6568538904190063,0.15335379001147678,0.563112735748291,0.1478245172241197,0.9433574318885803,0.17767529176130015,0.0,0.0,1.0,0.0,,,0.5649678900635531,0.36080516350140546,0.11514999999999997,0.030734792987752495,1.003786499603634,300,2.2026437137298407,205.8169276714325,,
heldout,8,0.9455577719067952,0.1435092249996259,0.12794668649979657,0.08013423230811781,,,,,,,,,,,,,,,,,,,,,0.088,0.03778888725538237,1.003786499603634,300,2.2026437137298407,205.8169276714325,0.16590038181370684,0.21334636317087713
train,20,0.9789852400560488,0.14931222729418683,0.07127416552092522,0.0503761573608476,0.5921746808446398,0.34854329291540265,0.12680656991710265,0.09920453534325398,6.271976364499068,4.556955077465005,0.6456622511148453,0.17862105251531804,0.5383057571947575,0.150941100922325,0.9068602979183197,0.18469599808988027,0.0,0.0,1.0,0.0,,,0.5921746808446398,0.34854329291540265,0.11770000000000003,0.0216566387050253,1.003786499603634,1000,1.685514841515013,268.8267276287079,,
heldout,8,0.8968621570324666,0.20854628333165173,0.07271947462798042,0.07733344350018533,,,,,,,,,,,,,,,,,,,,,0.094,0.03952847075210474,1.003786499603634,1000,1.685514841515013,268.8267276287079,0.1425117318055577,0.17497854052051884
train,20,1.0237221940604069,0.24354664118877167,0.1377214242976952,0.19436152388640007,0.5773946302380841,0.3321411772575844,0.14620324058925832,0.15258011236834862,9.245018343452232,15.403210928449017,0.6501176998019218,0.18739541829971743,0.5356429651379585,0.1475579147880312,0.9037162512540817,0.18215329086636195,0.0,0.0,1.0,0.0,,,0.5773946302380841,0.3321411772575844,0.1227,0.0324855352426276,1.003786499603634,3000,1.643794732400324,364.4705774784088,,
heldout,8,0.9737394005736428,0.28977942528037365,0.17910940507998513,0.2618399236452513,,,,,,,,,,,,,,,,,,,,,0.09837499999999999,0.038366448558603904,1.003786499603634,3000,1.643794732400324,364.4705774784088,0.15889898404276584,0.22731989011605094
train,20,0.910732806748495,0.40713091341346785,0.33304742039358615,0.2525065452494805,0.512576885343291,0.37635075144360086,0.11684997923473706,0.10803156249872792,9.1791880762385,10.813782238715364,0.6290655784308911,0.23256699708303802,0.5167734179645777,0.2201218673826518,0.8455617368221283,0.2268685362362926,0.0,0.0,1.0,0.0,,,0.512576885343291,0.37635075144360086,0.12995,0.04155896413531021,1.003786499603634,10000,1.5358380277626884,488.60255908966064,,
heldout,8,0.8045534347197603,0.3969133823761521,0.5645309242930758,0.7483567102878539,,,,,,,,,,,,,,,,,,,,,0.108,0.04498888751680797,1.003786499603634,10000,1.5358380277626884,488.60255908966064,0.2351508808488122,0.40550743586995575
train,20,0.7007401488356333,0.4953313579815343,0.29333360672488734,0.2333991117233632,0.4621249277020503,0.3536293496510714,0.12025179575927178,0.1268247895455973,6.796184354071182,5.990525190708452,0.5906898975372314,0.2245572919863435,0.45373768694698813,0.19216916740605428,0.7770400017499923,0.23235690583563204,0.0,0.0,1.0,0.0,,,0.4621249277020503,0.3536293496510714,0.23560000000000003,0.1901174373906823,1.003786499603634,30000,1.2338769645911518,736.8702867031097,,
heldout,8,0.7940711680975296,0.6628770147903128,0.7462702532329796,0.914349840158215,,,,,,,,,,,,,,,,,,,,,0.21837499999999999,0.1892048740783387,1.003786499603634,30000,1.2338769645911518,736.8702867031097,0.3343859854715945,0.6120513463915971
train,20,0.29724989004536084,0.24239960962397133,0.43420521547109486,0.30201942735088666,0.38470601113292,0.3076048051377474,0.14156619586293956,0.1445119870971639,5.705554678701982,6.709509674696834,0.4360210929065943,0.21622568289042157,0.325801657512784,0.18198160584150658,0.5446317762136459,0.22698594512036893,0.0,0.0,1.0,0.0,,,0.38470601113292,0.3076048051377474,0.4753,0.22929437411327824,1.003786499603634,100000,0.7449449229966341,1454.9088842868805,,
heldout,8,0.6587459846409529,1.148649900646885,3.024736550585535,6.5114338335928235,,,,,,,,,,,,,,,,,,,,,0.269875,0.28762885699282675,1.003786499603634,100000,0.7449449229966341,1454.9088842868805,2.2748830710096515,5.837731351001521
train,20,0.19131798117469118,0.20828138120520956,0.4518660098510803,0.35262797109546307,0.242400505425913,0.23101004340370768,0.12903723288272717,0.12910907065990654,3.546094407801322,4.031550227082483,0.341740177385509,0.18188281064923606,0.24608490113168954,0.1515322077542467,0.4224073443561792,0.2156845459428877,0.0,0.0,1.0,0.0,,,0.242400505425913,0.23101004340370768,0.6324,0.21988778956549634,1.003786499603634,200000,0.5618811915153068,2365.2015516757965,,
heldout,8,0.434820913125578,0.7949288356538766,0.6750946523061867,0.6699844372841345,,,,,,,,,,,,,,,,,,,,,0.342375,0.30742394892883673,1.003786499603634,200000,0.5618811915153068,2365.2015516757965,0.16916640476600087,0.26208715492212714
