group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_cov_kernel_mean,trace_cov_kernel_std,n_eff_mean,n_eff_std,ratio_to_kernel_mean,ratio_to_kernel_std,mean_err_kernel_mean,mean_err_kernel_std,memorization_ratio_mean,memorization_ratio_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.079688890287172,0.04876357158015757,0.06904335096812841,0.041695852149229426,1.0225550952050646,0.8473995727685812,0.1573944973943654,0.1012563831788679,9.305205594839682,9.121930786192712,0.7762515723705292,0.07910839664050877,0.807074835896492,0.11143638209073112,1.4485458970069884,0.6243537619909748,0.0,0.0,1.0,0.0,,,1.0225550952050646,0.8473995727685812,0.10900000000000001,0.017213366899011942,1.0040473220529973,100,3.246190724042832,149.3199610710144,,
heldout,8,1.1126370243260593,0.08450029258206558,0.12802314987880398,0.1271581957897137,,,,,,,,,,,,,,,,,,,,,0.12012500000000001,0.023186404960666068,1.0040473220529973,100,3.246190724042832,149.3199610710144,0.13675154265829814,0.10469665796640276
train,20,1.028666173394168,0.041340923340823406,0.055841033949183515,0.029364195422765395,1.0454106263941152,0.8444362399595946,0.17319849423339517,0.09894625477905794,8.844990948049972,9.150724991264438,0.7349782198667526,0.10705554690694803,0.7699074164032936,0.13651075180213978,1.3814840078353883,0.6306589739967434,0.0,0.0,1.0,0.0,,,1.0454106263941152,0.8444362399595946,0.11185,0.025550489232106694,1.0040473220529973,300,2.4714770835017195,309.5580348968506,,
heldout,8,1.0095807102421626,0.03754395803522142,0.06794320067627202,0.046463218869562915,,,,,,,,,,,,,,,,,,,,,0.116,0.03595830919273041,1.0040473220529973,300,2.4714770835017195,309.5580348968506,0.17568796475293508,0.22589035746797925
train,20,1.1952330503506223,0.1272566069966275,0.09827037403249626,0.0538730121737216,1.06245811604462,0.8189723319967968,0.16745423726030156,0.09980334908662523,14.116232955926161,25.703317961001137,0.7464351236820221,0.15103610854123004,0.6431236729025841,0.12362675641810865,1.2175244480371474,0.49002624530886535,0.0,0.0,1.0,0.0,,,1.06245811604462,0.8189723319967968,0.11365000000000003,0.027903897577220282,1.0040473220529973,1000,1.8233753808092885,468.9506664276123,,
heldout,8,1.1837820273596866,0.12803219593118134,0.06062164935490323,0.04137236432272778,,,,,,,,,,,,,,,,,,,,,0.110875,0.0530505360481871,1.0040473220529973,1000,1.8233753808092885,468.9506664276123,0.181006684537976,0.25088352930376423
train,20,1.0851978074757487,0.26517877824565605,0.05503922657686662,0.05808611206570132,1.0376258613347233,0.822187387871496,0.16768281086225043,0.11145300172013915,9.95280403078765,11.21682168443615,0.725759144127369,0.17608365966193615,0.6196192130446434,0.14003681519709937,1.1896491169929504,0.4894755336366397,0.0,0.0,1.0,0.0,,,1.0376258613347233,0.822187387871496,0.11679999999999999,0.030871669860893496,1.0040473220529973,3000,1.7873651003664734,639.5259115695953,,
heldout,8,1.1841633489510863,0.3774836189094462,0.028310547716365014,0.026648474094858345,,,,,,,,,,,,,,,,,,,,,0.11775000000000001,0.04926395741310274,1.0040473220529973,3000,1.7873651003664734,639.5259115695953,0.18881492541470696,0.25020667736014696
train,20,1.019327507785881,0.3741120117495636,0.20754714422696025,0.266156537126318,0.9759631784852134,0.8011176740325733,0.113387200049032,0.0676922161438756,16.868104089178907,24.159585723822083,0.704003244638443,0.17522588545677303,0.5984942249953746,0.16642067860753637,1.1530582100152968,0.45317852901483013,0.0,0.0,1.0,0.0,,,0.9759631784852134,0.8011176740325733,0.12764999999999999,0.032732667169053,1.0040473220529973,10000,1.6673095753952838,866.923154592514,,
heldout,8,1.1582573837114598,0.3019962540311792,0.08094853169673338,0.05391714447543728,,,,,,,,,,,,,,,,,,,,,0.11337499999999999,0.04207415328916317,1.0040473220529973,10000,1.6673095753952838,866.923154592514,0.18952962099011877,0.25286555694853574
train,20,0.7251532299677137,0.6391421048460816,0.6671139799427224,0.6608520494067811,0.678684530217817,0.5061017482566752,0.14609642945591156,0.132351914215068,10.857150351766881,10.835979186464591,0.5783487182110548,0.3118228127333743,0.45254744216799736,0.2628250318848001,0.7838219672441482,0.34348540944628186,0.0,0.0,1.0,0.0,,,0.678684530217817,0.5061017482566752,0.3238,0.23578010942401392,1.0040473220529973,30000,1.0832076463913705,1285.2336094379425,,
heldout,8,0.662837441719605,0.546548550242493,0.4582076024650057,0.579577499137621,,,,,,,,,,,,,,,,,,,,,0.269125,0.13075304728762538,1.0040473220529973,30000,1.0832076463913705,1285.2336094379425,0.1626396012995043,0.13046570155213263
train,20,0.279363151301151,0.2909282479031613,0.7936864960100797,0.8505898271635975,0.40680023678059907,0.4840968064202406,0.14861246326251537,0.16838043119610807,6.169643818359819,8.472556656486118,0.4653877358883619,0.32500627494760215,0.33490927442908286,0.25951647229429997,0.595148752629757,0.3871195240347128,0.0,0.0,1.0,0.0,,,0.40680023678059907,0.4840968064202406,0.5458999999999998,0.2953194710817422,1.0040473220529973,100000,0.5257645453090243,2267.8899340629578,,
heldout,8,0.3869461108760903,0.6144369234958337,0.9767570103156094,0.6471202803648456,,,,,,,,,,,,,,,,,,,,,0.547625,0.3402421701891169,1.0040473220529973,100000,0.5257645453090243,2267.8899340629578,0.19440487486711527,0.20478775471666916
train,20,0.31732334313354915,0.45274729787905293,0.9246532350085654,0.7050930558352136,0.28282646630304,0.30822498166166157,0.13739150296407293,0.12372417063482152,3.3860084253336673,4.143561231811944,0.340712621062994,0.2785678125018336,0.23138279085978866,0.19503415620487696,0.4072230406105518,0.25197093012339855,0.0,0.0,1.0,0.0,,,0.28282646630304,0.30822498166166157,0.68855,0.2564627604546126,1.0040473220529973,200000,0.41281897440384907,3087.87060880661,,
heldout,8,0.2958082844077029,0.31151910551158407,0.9285585039125022,0.6432678762371137,,,,,,,,,,,,,,,,,,,,,0.48224999999999996,0.28181720582675573,1.0040473220529973,200000,0.41281897440384907,3087.87060880661,0.2027655715929259,0.15996133319996028
