group,n_eval,trace_cov_mean,trace_cov_std,mean_err_post_mean,mean_err_post_std,mean_err_train_point_mean,mean_err_train_point_std,dist_to_nearest_other_mean,dist_to_nearest_other_std,ratio_own_vs_other_mean,ratio_own_vs_other_std,vel_rel_err_mean_mean,vel_rel_err_mean_std,vel_rel_err_median_mean,vel_rel_err_median_std,vel_abs_err_mean_mean,vel_abs_err_mean_std,trace_post,iter,train_loss,elapsed_s,dist_to_nearest_train_mean,dist_to_nearest_train_std
train,20,1.369076130231769,0.059124313036033584,0.3061165358474691,0.07630464644552766,1.1279126397285284,0.5576225504040022,0.11419033426192189,0.03756357892444192,11.252574643778052,7.685017481337809,1.0067217200994492,0.15530767119603475,0.9561455458402633,0.1384419870055204,1.638234007358551,0.45119240623853807,1.5508092092765215,100,3.517759659697595,40.893943071365356,,
heldout,8,1.4110306479164794,0.03552787486359145,0.3156640607992375,0.06809445434752133,,,,,,,,,,,,,1.5508092092765215,100,3.517759659697595,40.893943071365356,0.12918558029262045,0.04181190249605116
train,20,1.3519788314201684,0.05880128777859621,0.24780510287308877,0.06714108184064237,1.1093928289398058,0.5481016110708522,0.11830251790902875,0.04843260459460063,13.6235606582989,13.147235817886699,0.9989944398403168,0.17101847846356355,0.8742291152477264,0.14047986427225762,1.503492709994316,0.4227966235575267,1.5508092092765215,300,3.110107068022231,87.71440005302429,,
heldout,8,1.3328617879978697,0.058679273698359846,0.25985587048054715,0.07553831906022983,,,,,,,,,,,,,1.5508092092765215,300,3.110107068022231,87.71440005302429,0.11877981578585475,0.05453066698956034
train,20,1.4861423905044069,0.07620806672322628,0.27692266204168786,0.05034388953801531,1.099251113974804,0.5819978092083948,0.12188511244349395,0.04859531153470492,10.934316161089239,8.036193823876966,0.9963994354009629,0.16475555658086063,0.8487411171197892,0.15665673954601422,1.4640315473079681,0.4241924147338251,1.5508092092765215,1000,2.696979881417559,137.39809918403625,,
heldout,8,1.5328255269689837,0.07295284651634515,0.2613734318719355,0.022333174491132868,,,,,,,,,,,,,1.5508092092765215,1000,2.696979881417559,137.39809918403625,0.13884051209341258,0.053490630653813036
train,20,1.7470747186343771,0.12982019254206942,0.3128805343721128,0.07208253346239304,1.0946219159038795,0.594706574512219,0.11011505396887963,0.049047244656953606,13.169361278554845,10.114261744427912,1.0185380965471267,0.1605470966604282,0.8417032212018967,0.1556887064275226,1.4624799340963364,0.3871789017784863,1.5508092092765215,3000,2.651881319869541,2228.3751010894775,,
heldout,8,1.7261134721525142,0.16605401602573086,0.312852298557792,0.06984180903995989,,,,,,,,,,,,,1.5508092092765215,3000,2.651881319869541,2228.3751010894775,0.10613051627640169,0.05156767747002537
train,20,1.470572622196639,0.13790552933931974,0.2423273965020548,0.16237251180126863,1.1308692059821046,0.5414188802534857,0.09849354460530026,0.05615481914177949,17.123723246937065,13.302821348904512,1.0246760964393615,0.3072471509870589,0.8272224962711334,0.14409578857763106,1.4245993196964264,0.3293746852521242,1.5508092092765215,10000,2.506249906869817,2313.064009666443,,
heldout,8,1.4264412760278862,0.17940110025707248,0.3013384603340302,0.18199715654263252,,,,,,,,,,,,,1.5508092092765215,10000,2.506249906869817,2313.064009666443,0.0961646071931916,0.03218099350712232
train,20,1.1689559927243405,0.39251229266418686,0.4601818047605383,0.3327497017719331,0.889196285570095,0.4432674479949493,0.10523535749944823,0.05514283951040123,14.138330524822274,14.608016674227356,0.740744711458683,0.19801085646683933,0.6206897363066674,0.17067996930876397,1.0693339496850967,0.28332709620255925,1.5508092092765215,30000,1.7240982548570065,2466.858064174652,,
heldout,8,1.028803657783298,0.5102811398637348,0.3478001217132266,0.23157651031417917,,,,,,,,,,,,,1.5508092092765215,30000,1.7240982548570065,2466.858064174652,0.10907317747479547,0.06809578170724626
train,20,0.6246613452121463,0.5577340838005687,0.8338170887238551,0.4548014470102385,0.48836607453370906,0.35661515707022834,0.13144145637556096,0.07824632605724952,5.756422097910123,6.2534665838711625,0.4611088462173939,0.203155082456437,0.35988580733537673,0.16960665651081283,0.63213260024786,0.2722203721598531,1.5508092092765215,100000,0.9335590567826361,2943.0174877643585,,
heldout,8,0.4727906945344692,0.3320011987186116,0.6796322045433171,0.4031188757770748,,,,,,,,,,,,,1.5508092092765215,100000,0.9335590567826361,2943.0174877643585,0.10992490433350306,0.07272168722051855
train,20,0.3943502510423678,0.35291151278115535,1.002587824934767,0.5216191221093635,0.3883339709209597,0.4052797527972366,0.1418207549698182,0.06134521693083475,4.132015330137746,5.425509373326242,0.45933814346790314,0.262658534995168,0.3503698345273733,0.21603556264264057,0.5866501428186893,0.3104034784732206,1.5508092092765215,200000,0.7345188224643917,6354.078927516937,,
heldout,8,0.26393879166124695,0.33241116777607577,0.7046996222793387,0.4450059561168923,,,,,,,,,,,,,1.5508092092765215,200000,0.7345188224643917,6354.078927516937,0.07453089997832683,0.03180081068891174
